"Generation","Term","classicFisher","Significant","-log10(p-value)"
"Gen4","negative regulation of intracellular ste...",1,0,0
"Gen4","negative regulation of intracellular tra...",1,0,0
"Gen4","negative regulation of intrinsic apoptot...",1,0,0
"Gen4","negative regulation of ion transmembrane...",1,0,0
"Gen4","negative regulation of keratinocyte prol...",1,0,0
"Gen4","negative regulation of kinase activity",1,0,0
"Gen4","negative regulation of leukocyte activat...",1,0,0
"Gen4","negative regulation of leukocyte cell-ce...",1,0,0
"Gen4","negative regulation of leukocyte differe...",1,0,0
"Gen4","negative regulation of locomotion",1,0,0
"Gen4","negative regulation of lymphocyte activa...",1,0,0
"Gen4","negative regulation of lymphocyte differ...",1,0,0
"Gen4","negative regulation of mRNA catabolic pr...",1,0,0
"Gen4","negative regulation of mRNA metabolic pr...",1,0,0
"Gen4","negative regulation of mRNA processing",1,0,0
"Gen4","negative regulation of mRNA splicing, vi...",1,0,0
"Gen4","negative regulation of macroautophagy",1,0,0
"Gen4","negative regulation of mammary gland epi...",1,0,0
"Gen4","negative regulation of megakaryocyte dif...",1,0,0
"Gen4","negative regulation of metaphase/anaphas...",1,0,0
"Gen4","negative regulation of microtubule depol...",1,0,0
"Gen4","negative regulation of microtubule polym...",1,0,0
"Gen4","negative regulation of mitotic cell cycl...",1,0,0
"Gen4","negative regulation of mitotic cell cycl...",1,0,0
"Gen4","negative regulation of mitotic metaphase...",1,0,0
"Gen4","negative regulation of mitotic nuclear d...",1,0,0
"Gen4","negative regulation of mitotic sister ch...",1,0,0
"Gen4","negative regulation of mitotic sister ch...",1,0,0
"Gen4","negative regulation of molecular functio...",1,0,0
"Gen4","negative regulation of monoatomic ion tr...",1,0,0
"Gen4","negative regulation of monoatomic ion tr...",1,0,0
"Gen4","negative regulation of muscle adaptation",1,0,0
"Gen4","negative regulation of muscle cell apopt...",1,0,0
"Gen4","negative regulation of muscle cell diffe...",1,0,0
"Gen4","negative regulation of muscle hypertroph...",1,0,0
"Gen4","negative regulation of muscle organ deve...",1,0,0
"Gen4","negative regulation of muscle tissue dev...",1,0,0
"Gen4","negative regulation of myeloid cell diff...",1,0,0
"Gen4","negative regulation of myeloid leukocyte...",1,0,0
"Gen4","negative regulation of nematode larval d...",1,0,0
"Gen4","negative regulation of nervous system de...",1,0,0
"Gen4","negative regulation of neural precursor ...",1,0,0
"Gen4","negative regulation of neurogenesis",1,0,0
"Gen4","negative regulation of neuromuscular jun...",1,0,0
"Gen4","negative regulation of neuron differenti...",1,0,0
"Gen4","negative regulation of neuron projection...",1,0,0
"Gen4","negative regulation of nuclear division",1,0,0
"Gen4","negative regulation of nucleotide catabo...",1,0,0
"Gen4","negative regulation of nucleotide metabo...",1,0,0
"Gen4","negative regulation of opsin-mediated si...",1,0,0
"Gen4","negative regulation of organ growth",1,0,0
"Gen4","negative regulation of organelle assembl...",1,0,0
"Gen4","negative regulation of organelle organiz...",1,0,0
"Gen4","negative regulation of ossification",1,0,0
"Gen4","negative regulation of oxidative phospho...",1,0,0
"Gen4","negative regulation of peptidase activit...",1,0,0
"Gen4","negative regulation of peptide hormone s...",1,0,0
"Gen4","negative regulation of peptide secretion",1,0,0
"Gen4","negative regulation of peptidyl-serine p...",1,0,0
"Gen4","negative regulation of peptidyl-threonin...",1,0,0
"Gen4","negative regulation of peptidyl-tyrosine...",1,0,0
"Gen4","negative regulation of phosphatase activ...",1,0,0
"Gen4","negative regulation of phosphate metabol...",1,0,0
"Gen4","negative regulation of phosphatidylinosi...",1,0,0
"Gen4","negative regulation of phospholipase C-a...",1,0,0
"Gen4","negative regulation of phospholipase C-a...",1,0,0
"Gen4","negative regulation of phosphorus metabo...",1,0,0
"Gen4","negative regulation of phosphorylation",1,0,0
"Gen4","negative regulation of plasma membrane b...",1,0,0
"Gen4","negative regulation of post-embryonic de...",1,0,0
"Gen4","negative regulation of post-translationa...",1,0,0
"Gen4","negative regulation of potassium ion tra...",1,0,0
"Gen4","negative regulation of potassium ion tra...",1,0,0
"Gen4","negative regulation of proteasomal prote...",1,0,0
"Gen4","negative regulation of proteasomal ubiqu...",1,0,0
"Gen4","negative regulation of protein binding",1,0,0
"Gen4","negative regulation of protein catabolic...",1,0,0
"Gen4","negative regulation of protein depolymer...",1,0,0
"Gen4","negative regulation of protein folding",1,0,0
"Gen4","negative regulation of protein glycosyla...",1,0,0
"Gen4","negative regulation of protein homodimer...",1,0,0
"Gen4","negative regulation of protein kinase ac...",1,0,0
"Gen4","negative regulation of protein localizat...",1,0,0
"Gen4","negative regulation of protein localizat...",1,0,0
"Gen4","negative regulation of protein localizat...",1,0,0
"Gen4","negative regulation of protein localizat...",1,0,0
"Gen4","negative regulation of protein metabolic...",1,0,0
"Gen4","negative regulation of protein modificat...",1,0,0
"Gen4","negative regulation of protein modificat...",1,0,0
"Gen4","negative regulation of protein phosphory...",1,0,0
"Gen4","negative regulation of protein polymeriz...",1,0,0
"Gen4","negative regulation of protein refolding",1,0,0
"Gen4","negative regulation of protein secretion",1,0,0
"Gen4","negative regulation of protein serine/th...",1,0,0
"Gen4","negative regulation of protein targeting...",1,0,0
"Gen4","negative regulation of protein transport",1,0,0
"Gen4","negative regulation of protein tyrosine ...",1,0,0
"Gen4","negative regulation of protein ubiquitin...",1,0,0
"Gen4","negative regulation of protein-containin...",1,0,0
"Gen4","negative regulation of protein-containin...",1,0,0
"Gen4","negative regulation of proteolysis",1,0,0
"Gen4","negative regulation of proteolysis invol...",1,0,0
"Gen4","negative regulation of purine nucleotide...",1,0,0
"Gen4","negative regulation of purine nucleotide...",1,0,0
"Gen4","negative regulation of reactive oxygen s...",1,0,0
"Gen4","negative regulation of receptor signalin...",1,0,0
"Gen4","negative regulation of receptor signalin...",1,0,0
"Gen4","negative regulation of receptor-mediated...",1,0,0
"Gen4","negative regulation of regulated secreto...",1,0,0
"Gen4","negative regulation of release of seques...",1,0,0
"Gen4","negative regulation of reproductive proc...",1,0,0
"Gen4","negative regulation of response to bioti...",1,0,0
"Gen4","negative regulation of response to cytok...",1,0,0
"Gen4","negative regulation of response to endop...",1,0,0
"Gen4","negative regulation of response to exter...",1,0,0
"Gen4","negative regulation of response to stimu...",1,0,0
"Gen4","negative regulation of response to wound...",1,0,0
"Gen4","negative regulation of ryanodine-sensiti...",1,0,0
"Gen4","negative regulation of secretion",1,0,0
"Gen4","negative regulation of secretion by cell",1,0,0
"Gen4","negative regulation of sequestering of c...",1,0,0
"Gen4","negative regulation of signal transducti...",1,0,0
"Gen4","negative regulation of signal transducti...",1,0,0
"Gen4","negative regulation of signaling",1,0,0
"Gen4","negative regulation of sister chromatid ...",1,0,0
"Gen4","negative regulation of small GTPase medi...",1,0,0
"Gen4","negative regulation of smooth muscle cel...",1,0,0
"Gen4","negative regulation of smooth muscle cel...",1,0,0
"Gen4","negative regulation of smoothened signal...",1,0,0
"Gen4","negative regulation of stress fiber asse...",1,0,0
"Gen4","negative regulation of striated muscle c...",1,0,0
"Gen4","negative regulation of striated muscle c...",1,0,0
"Gen4","negative regulation of striated muscle t...",1,0,0
"Gen4","negative regulation of supramolecular fi...",1,0,0
"Gen4","negative regulation of synapse assembly",1,0,0
"Gen4","negative regulation of synapse organizat...",1,0,0
"Gen4","negative regulation of synaptic assembly...",1,0,0
"Gen4","negative regulation of synaptic transmis...",1,0,0
"Gen4","negative regulation of systemic arterial...",1,0,0
"Gen4","negative regulation of telomere maintena...",1,0,0
"Gen4","negative regulation of telomere maintena...",1,0,0
"Gen4","negative regulation of telomere maintena...",1,0,0
"Gen4","negative regulation of transcription by ...",1,0,0
"Gen4","negative regulation of transcription reg...",1,0,0
"Gen4","negative regulation of transferase activ...",1,0,0
"Gen4","negative regulation of transforming grow...",1,0,0
"Gen4","negative regulation of translation",1,0,0
"Gen4","negative regulation of translational ini...",1,0,0
"Gen4","negative regulation of transmembrane rec...",1,0,0
"Gen4","negative regulation of transmembrane tra...",1,0,0
"Gen4","negative regulation of transport",1,0,0
"Gen4","negative regulation of transporter activ...",1,0,0
"Gen4","negative regulation of type I interferon...",1,0,0
"Gen4","negative regulation of type II interfero...",1,0,0
"Gen4","negative regulation of ubiquitin-depende...",1,0,0
"Gen4","negative regulation of vasculature devel...",1,0,0
"Gen4","negative regulation of viral genome repl...",1,0,0
"Gen4","negative regulation of viral process",1,0,0
"Gen4","negative regulation of vulval developmen...",1,0,0
"Gen4","negative regulation of wound healing",1,0,0
"Gen4","negative regulation of wound healing, sp...",1,0,0
"Gen4","nematode larval development",1,0,0
"Gen4","nematode pharyngeal pumping",1,0,0
"Gen4","nephric duct development",1,0,0
"Gen4","nephric duct formation",1,0,0
"Gen4","nephric duct morphogenesis",1,0,0
"Gen4","nephrogenic mesenchyme development",1,0,0
"Gen4","nephrogenic mesenchyme morphogenesis",1,0,0
"Gen4","nephron development",1,0,0
"Gen4","nephron epithelium development",1,0,0
"Gen4","nephron epithelium morphogenesis",1,0,0
"Gen4","nephron morphogenesis",1,0,0
"Gen4","nephron tubule development",1,0,0
"Gen4","nephron tubule epithelial cell different...",1,0,0
"Gen4","nephron tubule formation",1,0,0
"Gen4","nephron tubule morphogenesis",1,0,0
"Gen4","nerve development",1,0,0
"Gen4","neural crest cell development",1,0,0
"Gen4","neural crest cell differentiation",1,0,0
"Gen4","neural crest cell migration",1,0,0
"Gen4","neural crest formation",1,0,0
"Gen4","neural nucleus development",1,0,0
"Gen4","neural precursor cell proliferation",1,0,0
"Gen4","neural retina development",1,0,0
"Gen4","neural tube closure",1,0,0
"Gen4","neural tube development",1,0,0
"Gen4","neural tube formation",1,0,0
"Gen4","neural tube patterning",1,0,0
"Gen4","neuroblast development",1,0,0
"Gen4","neuroblast differentiation",1,0,0
"Gen4","neuroblast division",1,0,0
"Gen4","neuroblast proliferation",1,0,0
"Gen4","neuroendocrine cell differentiation",1,0,0
"Gen4","neuroepithelial cell differentiation",1,0,0
"Gen4","neuromuscular junction development",1,0,0
"Gen4","neuromuscular process",1,0,0
"Gen4","neuromuscular process controlling balanc...",1,0,0
"Gen4","neuromuscular process controlling postur...",1,0,0
"Gen4","neuromuscular synaptic transmission",1,0,0
"Gen4","neuron cellular homeostasis",1,0,0
"Gen4","neuron fate commitment",1,0,0
"Gen4","neuron fate determination",1,0,0
"Gen4","neuron fate specification",1,0,0
"Gen4","neuron migration",1,0,0
"Gen4","neuron projection extension",1,0,0
"Gen4","neuron projection extension involved in ...",1,0,0
"Gen4","neuron projection fasciculation",1,0,0
"Gen4","neuron projection organization",1,0,0
"Gen4","neuron recognition",1,0,0
"Gen4","neuron-neuron synaptic transmission",1,0,0
"Gen4","neuronal action potential",1,0,0
"Gen4","neuronal stem cell population maintenanc...",1,0,0
"Gen4","neuropeptide signaling pathway",1,0,0
"Gen4","neurotransmitter secretion",1,0,0
"Gen4","neurotransmitter transport",1,0,0
"Gen4","neurotransmitter-gated ion channel clust...",1,0,0
"Gen4","neutral amino acid transport",1,0,0
"Gen4","neutral lipid biosynthetic process",1,0,0
"Gen4","neutral lipid catabolic process",1,0,0
"Gen4","neutral lipid metabolic process",1,0,0
"Gen4","neutrophil chemotaxis",1,0,0
"Gen4","neutrophil extravasation",1,0,0
"Gen4","neutrophil homeostasis",1,0,0
"Gen4","neutrophil mediated immunity",1,0,0
"Gen4","neutrophil migration",1,0,0
"Gen4","nicotinamide nucleotide biosynthetic pro...",1,0,0
"Gen4","nicotinamide nucleotide metabolic proces...",1,0,0
"Gen4","nicotinate nucleotide biosynthetic proce...",1,0,0
"Gen4","nicotinate nucleotide metabolic process",1,0,0
"Gen4","nicotinate nucleotide salvage",1,0,0
"Gen4","nitric oxide biosynthetic process",1,0,0
"Gen4","nitric oxide metabolic process",1,0,0
"Gen4","nitrogen cycle metabolic process",1,0,0
"Gen4","nitrogen utilization",1,0,0
"Gen4","non-canonical NF-kappaB signal transduct...",1,0,0
"Gen4","non-canonical Wnt signaling pathway",1,0,0
"Gen4","non-motile cilium assembly",1,0,0
"Gen4","non-proteinogenic amino acid biosyntheti...",1,0,0
"Gen4","non-proteinogenic amino acid catabolic p...",1,0,0
"Gen4","non-proteinogenic amino acid metabolic p...",1,0,0
"Gen4","non-sensory hair organization",1,0,0
"Gen4","nonribosomal peptide biosynthetic proces...",1,0,0
"Gen4","norepinephrine biosynthetic process",1,0,0
"Gen4","norepinephrine metabolic process",1,0,0
"Gen4","notochord cell development",1,0,0
"Gen4","notochord cell differentiation",1,0,0
"Gen4","notochord cell vacuolation",1,0,0
"Gen4","notochord development",1,0,0
"Gen4","nuclear DNA replication",1,0,0
"Gen4","nuclear RNA surveillance",1,0,0
"Gen4","nuclear axial expansion",1,0,0
"Gen4","nuclear body organization",1,0,0
"Gen4","nuclear chromosome segregation",1,0,0
"Gen4","nuclear division",1,0,0
"Gen4","nuclear envelope organization",1,0,0
"Gen4","nuclear export",1,0,0
"Gen4","nuclear mRNA surveillance",1,0,0
"Gen4","nuclear membrane disassembly",1,0,0
"Gen4","nuclear membrane organization",1,0,0
"Gen4","nuclear membrane reassembly",1,0,0
"Gen4","nuclear migration",1,0,0
"Gen4","nuclear polyadenylation-dependent mRNA c...",1,0,0
"Gen4","nuclear polyadenylation-dependent rRNA c...",1,0,0
"Gen4","nuclear pore complex assembly",1,0,0
"Gen4","nuclear pore organization",1,0,0
"Gen4","nuclear receptor-mediated signaling path...",1,0,0
"Gen4","nuclear receptor-mediated steroid hormon...",1,0,0
"Gen4","nuclear speck organization",1,0,0
"Gen4","nuclear transport",1,0,0
"Gen4","nuclear-transcribed mRNA catabolic proce...",1,0,0
"Gen4","nuclear-transcribed mRNA catabolic proce...",1,0,0
"Gen4","nuclear-transcribed mRNA catabolic proce...",1,0,0
"Gen4","nuclear-transcribed mRNA catabolic proce...",1,0,0
"Gen4","nuclear-transcribed mRNA catabolic proce...",1,0,0
"Gen4","nuclear-transcribed mRNA poly(A) tail sh...",1,0,0
"Gen4","nucleic acid transport",1,0,0
"Gen4","nucleobase biosynthetic process",1,0,0
"Gen4","nucleobase catabolic process",1,0,0
"Gen4","nucleobase metabolic process",1,0,0
"Gen4","nucleobase-containing compound transport",1,0,0
"Gen4","nucleobase-containing small molecule bio...",1,0,0
"Gen4","nucleobase-containing small molecule cat...",1,0,0
"Gen4","nucleobase-containing small molecule int...",1,0,0
"Gen4","nucleocytoplasmic transport",1,0,0
"Gen4","nucleolar chromatin organization",1,0,0
"Gen4","nucleolar large rRNA transcription by RN...",1,0,0
"Gen4","nucleolus organization",1,0,0
"Gen4","nucleophagy",1,0,0
"Gen4","nucleoside biosynthetic process",1,0,0
"Gen4","nucleoside bisphosphate metabolic proces...",1,0,0
"Gen4","nucleoside catabolic process",1,0,0
"Gen4","nucleoside diphosphate biosynthetic proc...",1,0,0
"Gen4","nucleoside diphosphate catabolic process",1,0,0
"Gen4","nucleoside diphosphate metabolic process",1,0,0
"Gen4","nucleoside metabolic process",1,0,0
"Gen4","nucleoside monophosphate catabolic proce...",1,0,0
"Gen4","nucleoside salvage",1,0,0
"Gen4","nucleoside transmembrane transport",1,0,0
"Gen4","nucleoside transport",1,0,0
"Gen4","nucleoside triphosphate biosynthetic pro...",1,0,0
"Gen4","nucleosome assembly",1,0,0
"Gen4","nucleosome organization",1,0,0
"Gen4","nucleotide salvage",1,0,0
"Gen4","nucleotide transport",1,0,0
"Gen4","nucleotide-binding domain, leucine rich ...",1,0,0
"Gen4","nucleotide-excision repair",1,0,0
"Gen4","nucleotide-excision repair, DNA damage r...",1,0,0
"Gen4","nucleotide-excision repair, DNA gap fill...",1,0,0
"Gen4","nucleotide-excision repair, preincision ...",1,0,0
"Gen4","nucleotide-excision repair, preincision ...",1,0,0
"Gen4","nucleotide-sugar biosynthetic process",1,0,0
"Gen4","nucleotide-sugar metabolic process",1,0,0
"Gen4","nucleotide-sugar transmembrane transport",1,0,0
"Gen4","nucleus localization",1,0,0
"Gen4","nucleus organization",1,0,0
"Gen4","nurse cell apoptotic process",1,0,0
"Gen4","nutrient storage",1,0,0
"Gen4","oculomotor nerve development",1,0,0
"Gen4","oculomotor nerve formation",1,0,0
"Gen4","oculomotor nerve morphogenesis",1,0,0
"Gen4","odontogenesis",1,0,0
"Gen4","odontogenesis of dentin-containing tooth",1,0,0
"Gen4","olefinic compound biosynthetic process",1,0,0
"Gen4","olefinic compound metabolic process",1,0,0
"Gen4","olfactory behavior",1,0,0
"Gen4","olfactory bulb development",1,0,0
"Gen4","olfactory bulb interneuron differentiati...",1,0,0
"Gen4","olfactory learning",1,0,0
"Gen4","olfactory lobe development",1,0,0
"Gen4","oligodendrocyte cell fate commitment",1,0,0
"Gen4","oligodendrocyte cell fate specification",1,0,0
"Gen4","oligodendrocyte development",1,0,0
"Gen4","oligodendrocyte differentiation",1,0,0
"Gen4","oligosaccharide biosynthetic process",1,0,0
"Gen4","oligosaccharide metabolic process",1,0,0
"Gen4","oligosaccharide transport",1,0,0
"Gen4","ommatidial rotation",1,0,0
"Gen4","one-carbon compound transport",1,0,0
"Gen4","one-carbon metabolic process",1,0,0
"Gen4","oocyte fate determination",1,0,0
"Gen4","oocyte maturation",1,0,0
"Gen4","oocyte microtubule cytoskeleton organiza...",1,0,0
"Gen4","oocyte microtubule cytoskeleton polariza...",1,0,0
"Gen4","open tracheal system development",1,0,0
"Gen4","opsin transport",1,0,0
"Gen4","optic cup morphogenesis involved in came...",1,0,0
"Gen4","optic nerve development",1,0,0
"Gen4","optokinetic behavior",1,0,0
"Gen4","organ or tissue specific immune response",1,0,0
"Gen4","organelle disassembly",1,0,0
"Gen4","organelle fission",1,0,0
"Gen4","organelle fusion",1,0,0
"Gen4","organelle inheritance",1,0,0
"Gen4","organelle localization",1,0,0
"Gen4","organelle localization by membrane tethe...",1,0,0
"Gen4","organelle membrane fusion",1,0,0
"Gen4","organelle transport along microtubule",1,0,0
"Gen4","organic acid biosynthetic process",1,0,0
"Gen4","organic acid catabolic process",1,0,0
"Gen4","organic acid transmembrane transport",1,0,0
"Gen4","organic acid transport",1,0,0
"Gen4","organic anion transport",1,0,0
"Gen4","organic cation transport",1,0,0
"Gen4","organic hydroxy compound transport",1,0,0
"Gen4","organic phosphonate metabolic process",1,0,0
"Gen4","organism emergence from protective struc...",1,0,0
"Gen4","organophosphate ester transport",1,0,0
"Gen4","ornithine metabolic process",1,0,0
"Gen4","ossification",1,0,0
"Gen4","osteoblast development",1,0,0
"Gen4","osteoblast differentiation",1,0,0
"Gen4","osteoblast proliferation",1,0,0
"Gen4","osteoclast differentiation",1,0,0
"Gen4","otic vesicle development",1,0,0
"Gen4","otolith development",1,0,0
"Gen4","outer dynein arm assembly",1,0,0
"Gen4","outer mitochondrial membrane organizatio...",1,0,0
"Gen4","outflow tract morphogenesis",1,0,0
"Gen4","outflow tract septum morphogenesis",1,0,0
"Gen4","ovulation",1,0,0
"Gen4","ovulation cycle",1,0,0
"Gen4","oxaloacetate metabolic process",1,0,0
"Gen4","oxidation-dependent protein catabolic pr...",1,0,0
"Gen4","oxidative phosphorylation",1,0,0
"Gen4","p38MAPK cascade",1,0,0
"Gen4","pallium development",1,0,0
"Gen4","pancreas development",1,0,0
"Gen4","pancreatic juice secretion",1,0,0
"Gen4","parasympathetic nervous system developme...",1,0,0
"Gen4","parathyroid gland development",1,0,0
"Gen4","parathyroid hormone secretion",1,0,0
"Gen4","paraxial mesoderm development",1,0,0
"Gen4","paraxial mesoderm morphogenesis",1,0,0
"Gen4","pattern recognition receptor signaling p...",1,0,0
"Gen4","pectoral fin development",1,0,0
"Gen4","pentose metabolic process",1,0,0
"Gen4","pentose-phosphate shunt",1,0,0
"Gen4","pentose-phosphate shunt, non-oxidative b...",1,0,0
"Gen4","peptide biosynthetic process",1,0,0
"Gen4","peptide catabolic process",1,0,0
"Gen4","peptide hormone processing",1,0,0
"Gen4","peptide hormone secretion",1,0,0
"Gen4","peptide metabolic process",1,0,0
"Gen4","peptide secretion",1,0,0
"Gen4","peptide transport",1,0,0
"Gen4","peptidyl-arginine N-methylation",1,0,0
"Gen4","peptidyl-arginine methylation",1,0,0
"Gen4","peptidyl-arginine methylation, to symmet...",1,0,0
"Gen4","peptidyl-arginine modification",1,0,0
"Gen4","peptidyl-arginine omega-N-methylation",1,0,0
"Gen4","peptidyl-glutamic acid modification",1,0,0
"Gen4","peptidyl-histidine modification",1,0,0
"Gen4","peptidyl-lysine demalonylation",1,0,0
"Gen4","peptidyl-lysine desuccinylation",1,0,0
"Gen4","peptidyl-lysine dimethylation",1,0,0
"Gen4","peptidyl-lysine methylation",1,0,0
"Gen4","peptidyl-lysine modification",1,0,0
"Gen4","peptidyl-lysine modification to peptidyl...",1,0,0
"Gen4","peptidyl-lysine monomethylation",1,0,0
"Gen4","peptidyl-methionine modification",1,0,0
"Gen4","peptidyl-proline hydroxylation",1,0,0
"Gen4","peptidyl-proline modification",1,0,0
"Gen4","peptidyl-serine dephosphorylation",1,0,0
"Gen4","peptidyl-serine modification",1,0,0
"Gen4","peptidyl-serine phosphorylation",1,0,0
"Gen4","peptidyl-threonine dephosphorylation",1,0,0
"Gen4","peptidyl-threonine modification",1,0,0
"Gen4","peptidyl-threonine phosphorylation",1,0,0
"Gen4","peptidyl-tyrosine autophosphorylation",1,0,0
"Gen4","peptidyl-tyrosine dephosphorylation",1,0,0
"Gen4","peptidyl-tyrosine modification",1,0,0
"Gen4","peptidyl-tyrosine phosphorylation",1,0,0
"Gen4","pericardium development",1,0,0
"Gen4","pericardium morphogenesis",1,0,0
"Gen4","pericyte cell differentiation",1,0,0
"Gen4","periodic partitioning",1,0,0
"Gen4","peripheral nervous system neuron develop...",1,0,0
"Gen4","peripheral nervous system neuron differe...",1,0,0
"Gen4","peroxisomal membrane transport",1,0,0
"Gen4","peroxisomal transport",1,0,0
"Gen4","peroxisome organization",1,0,0
"Gen4","phagocytosis",1,0,0
"Gen4","phagocytosis, engulfment",1,0,0
"Gen4","phagocytosis, recognition",1,0,0
"Gen4","phagolysosome assembly",1,0,0
"Gen4","phagosome maturation",1,0,0
"Gen4","phagosome-lysosome fusion",1,0,0
"Gen4","pharyngeal system development",1,0,0
"Gen4","pharynx development",1,0,0
"Gen4","phenol-containing compound biosynthetic ...",1,0,0
"Gen4","phenol-containing compound metabolic pro...",1,0,0
"Gen4","phenylalanyl-tRNA aminoacylation",1,0,0
"Gen4","phosphate ion homeostasis",1,0,0
"Gen4","phosphate ion transport",1,0,0
"Gen4","phosphatidylglycerol metabolic process",1,0,0
"Gen4","phosphatidylinositol 3-kinase/protein ki...",1,0,0
"Gen4","phosphatidylinositol biosynthetic proces...",1,0,0
"Gen4","phosphatidylinositol dephosphorylation",1,0,0
"Gen4","phosphatidylinositol metabolic process",1,0,0
"Gen4","phosphatidylinositol phosphate biosynthe...",1,0,0
"Gen4","phosphatidylinositol-mediated signaling",1,0,0
"Gen4","phosphatidylserine biosynthetic process",1,0,0
"Gen4","phosphatidylserine metabolic process",1,0,0
"Gen4","phospholipase C-activating G protein-cou...",1,0,0
"Gen4","phospholipase C-activating opsin-mediate...",1,0,0
"Gen4","phospholipid biosynthetic process",1,0,0
"Gen4","phospholipid catabolic process",1,0,0
"Gen4","phospholipid dephosphorylation",1,0,0
"Gen4","phospholipid metabolic process",1,0,0
"Gen4","phospholipid translocation",1,0,0
"Gen4","phospholipid transport",1,0,0
"Gen4","photoperiodism",1,0,0
"Gen4","photoreactive repair",1,0,0
"Gen4","photoreceptor cell axon guidance",1,0,0
"Gen4","photoreceptor cell development",1,0,0
"Gen4","photoreceptor cell differentiation",1,0,0
"Gen4","photoreceptor cell fate commitment",1,0,0
"Gen4","photoreceptor cell fate specification",1,0,0
"Gen4","photoreceptor cell maintenance",1,0,0
"Gen4","photoreceptor cell outer segment organiz...",1,0,0
"Gen4","phototaxis",1,0,0
"Gen4","phototransduction",1,0,0
"Gen4","phototransduction, visible light",1,0,0
"Gen4","physiological cardiac muscle hypertrophy",1,0,0
"Gen4","physiological muscle hypertrophy",1,0,0
"Gen4","piecemeal microautophagy of the nucleus",1,0,0
"Gen4","pigment accumulation",1,0,0
"Gen4","pigment biosynthetic process",1,0,0
"Gen4","pigment cell differentiation",1,0,0
"Gen4","pigment granule localization",1,0,0
"Gen4","pigment granule maturation",1,0,0
"Gen4","pigment granule organization",1,0,0
"Gen4","pigment granule transport",1,0,0
"Gen4","pigment metabolic process",1,0,0
"Gen4","pigment metabolic process involved in de...",1,0,0
"Gen4","pigment metabolic process involved in pi...",1,0,0
"Gen4","pigmentation",1,0,0
"Gen4","pituitary gland development",1,0,0
"Gen4","placenta blood vessel development",1,0,0
"Gen4","plasma membrane invagination",1,0,0
"Gen4","platelet activation",1,0,0
"Gen4","platelet aggregation",1,0,0
"Gen4","platelet formation",1,0,0
"Gen4","platelet morphogenesis",1,0,0
"Gen4","platelet-derived growth factor receptor ...",1,0,0
"Gen4","platelet-derived growth factor receptor-...",1,0,0
"Gen4","plus-end-directed organelle transport al...",1,0,0
"Gen4","plus-end-directed vesicle transport alon...",1,0,0
"Gen4","polarized epithelial cell differentiatio...",1,0,0
"Gen4","pole plasm oskar mRNA localization",1,1,0
"Gen4","poly(A)+ mRNA export from nucleus",1,0,0
"Gen4","poly(A)-dependent snoRNA 3'-end processi...",1,0,0
"Gen4","polyadenylation-dependent mRNA catabolic...",1,0,0
"Gen4","polyamine biosynthetic process",1,0,0
"Gen4","polyamine metabolic process",1,0,0
"Gen4","polyol biosynthetic process",1,0,0
"Gen4","polyol catabolic process",1,0,0
"Gen4","polyol metabolic process",1,0,0
"Gen4","polyprenol metabolic process",1,0,0
"Gen4","polysaccharide biosynthetic process",1,0,0
"Gen4","polysaccharide catabolic process",1,0,0
"Gen4","polysaccharide metabolic process",1,0,0
"Gen4","pore complex assembly",1,0,0
"Gen4","porphyrin-containing compound biosynthet...",1,0,0
"Gen4","porphyrin-containing compound metabolic ...",1,0,0
"Gen4","positive chemotaxis",1,0,0
"Gen4","positive regulation by host of viral tra...",1,0,0
"Gen4","positive regulation of ATP metabolic pro...",1,0,0
"Gen4","positive regulation of ATP-dependent act...",1,0,0
"Gen4","positive regulation of ATPase-coupled ca...",1,0,0
"Gen4","positive regulation of B cell activation",1,0,0
"Gen4","positive regulation of BMP signaling pat...",1,0,0
"Gen4","positive regulation of D-glucose import",1,0,0
"Gen4","positive regulation of D-glucose transme...",1,0,0
"Gen4","positive regulation of DNA binding",1,0,0
"Gen4","positive regulation of DNA biosynthetic ...",1,0,0
"Gen4","positive regulation of DNA metabolic pro...",1,0,0
"Gen4","positive regulation of DNA repair",1,0,0
"Gen4","positive regulation of DNA replication",1,0,0
"Gen4","positive regulation of DNA-binding trans...",1,0,0
"Gen4","positive regulation of DNA-directed DNA ...",1,0,0
"Gen4","positive regulation of DNA-templated tra...",1,0,0
"Gen4","positive regulation of DNA-templated tra...",1,0,0
"Gen4","positive regulation of ERBB signaling pa...",1,0,0
"Gen4","positive regulation of ERK1 and ERK2 cas...",1,0,0
"Gen4","positive regulation of G1/S transition o...",1,0,0
"Gen4","positive regulation of G2/M transition o...",1,0,0
"Gen4","positive regulation of GTPase activity",1,0,0
"Gen4","positive regulation of JNK cascade",1,0,0
"Gen4","positive regulation of JUN kinase activi...",1,0,0
"Gen4","positive regulation of MAP kinase activi...",1,0,0
"Gen4","positive regulation of MAPK cascade",1,0,0
"Gen4","positive regulation of NF-kappaB transcr...",1,0,0
"Gen4","positive regulation of Notch signaling p...",1,0,0
"Gen4","positive regulation of RNA polymerase II...",1,0,0
"Gen4","positive regulation of RNA splicing",1,0,0
"Gen4","positive regulation of Ras protein signa...",1,0,0
"Gen4","positive regulation of Rho protein signa...",1,0,0
"Gen4","positive regulation of SMAD protein sign...",1,0,0
"Gen4","positive regulation of T cell activation",1,0,0
