region	chr	midPos	Nsites
(106,303)(82734,83017)(50000,100000)	JASDQU010501308.1	75000	199	0.026177
(160,505)(51824,53402)(50000,100000)	JASDQU010501461.1	75000	347	0.740051
(154,2323)(52560,54755)(50000,100000)	JASDQU010501552.1	75000	2171	0.533467
(596,1845)(101323,115583)(100000,150000)	JASDQU010501592.1	125000	1251	0.227825
(158,208)(122762,122868)(100000,150000)	JASDQU010501627.1	125000	52	0.134276
(1376,2439)(72320,77173)(50000,100000)	JASDQU010501654.1	75000	1065	0.052412
(53,61)(52810,52825)(50000,100000)	JASDQU010501668.1	75000	10	0.043077
(72,164)(61228,61322)(50000,100000)	JASDQU010501714.1	75000	94	0.572059
(376,1044)(118134,118817)(100000,150000)	JASDQU010501734.1	125000	670	0.741097
(323,1823)(50731,79044)(50000,100000)	JASDQU010501741.1	75000	1502	0.136968
(2,52)(108055,108109)(100000,150000)	JASDQU010501811.1	125000	52	0.336914
(289,1144)(59457,60335)(50000,100000)	JASDQU010501888.1	75000	857	0.324622
(186,538)(50965,93431)(50000,100000)	JASDQU010501972.1	75000	354	0.051143
(256,2153)(133919,138301)(100000,150000)	JASDQU010502425.1	125000	1899	0.565920
(85,3152)(50000,56923)(50000,100000)	JASDQU010502461.1	75000	3069	0.505443
(135,251)(87335,87485)(50000,100000)	JASDQU010502504.1	75000	118	0.638391
(589,1188)(75518,76146)(50000,100000)	JASDQU010502580.1	75000	601	0.721003
(1875,2149)(50000,50283)(50000,100000)	JASDQU010502835.1	75000	276	0.054912
(987,2221)(50875,53584)(50000,100000)	JASDQU010502839.1	75000	1236	0.575035
(1414,1584)(123589,123769)(100000,150000)	JASDQU010502909.1	125000	172	0.060411
(1078,1462)(97895,98378)(50000,100000)	JASDQU010502919.1	75000	386	0.507267
(1284,1935)(51301,51962)(50000,100000)	JASDQU010502970.1	75000	653	0.429976
(916,1560)(100587,101257)(100000,150000)	JASDQU010503104.1	125000	646	0.090253
(2074,2214)(197007,197389)(150000,200000)	JASDQU010503240.1	175000	142	0.170960
(1852,2240)(50000,50389)(50000,100000)	JASDQU010503300.1	75000	390	0.797432
(1578,2420)(61065,82969)(50000,100000)	JASDQU010503306.1	75000	844	0.359997
(1057,2281)(50013,51654)(50000,100000)	JASDQU010503463.1	75000	1226	0.533743
(149,201)(83142,83253)(50000,100000)	JASDQU010503518.1	75000	54	0.460543
(11,693)(55866,56550)(50000,100000)	JASDQU010503537.1	75000	684	0.286622
(1052,4294)(100992,105040)(100000,150000)	JASDQU010503593.1	125000	3244	0.748957
(2994,4263)(54246,55536)(50000,100000)	JASDQU010503616.1	75000	1271	0.056766
(94,899)(82387,83193)(50000,100000)	JASDQU010503707.1	75000	807	0.246832
(884,3117)(50000,68224)(50000,100000)	JASDQU010503750.1	75000	2235	0.322028
(856,871)(84883,84900)(50000,100000)	JASDQU010503819.1	75000	17	0.073161
(387,1252)(66224,75366)(50000,100000)	JASDQU010503846.1	75000	867	0.485903
(1650,1976)(88245,88708)(50000,100000)	JASDQU010503906.1	75000	328	0.062242
(61,81)(58858,58889)(50000,100000)	JASDQU010504024.1	75000	22	-0.026933
(123,884)(72123,98030)(50000,100000)	JASDQU010504074.1	75000	763	0.177935
(425,1318)(93246,94139)(50000,100000)	JASDQU010504139.1	75000	895	0.344070
(350,1057)(250000,250718)(250000,300000)	JASDQU010504177.1	275000	709	0.270451
(45,72)(52100,52142)(50000,100000)	JASDQU010504246.1	75000	29	0.205548
(41,1132)(50001,85363)(50000,100000)	JASDQU010504341.1	75000	1093	0.313715
(912,1099)(72343,72735)(50000,100000)	JASDQU010504494.1	75000	189	0.124574
(8,1089)(90675,91759)(50000,100000)	JASDQU010504528.1	75000	1083	0.058816
(1077,1677)(85492,86101)(50000,100000)	JASDQU010504547.1	75000	602	0.076377
(878,1078)(97372,97592)(50000,100000)	JASDQU010504655.1	75000	202	0.037541
(258,714)(55800,56269)(50000,100000)	JASDQU010504657.1	75000	458	0.509671
(322,818)(73659,74164)(50000,100000)	JASDQU010504759.1	75000	498	0.527151
(390,961)(53167,53740)(50000,100000)	JASDQU010504841.1	75000	573	0.478940
(1447,1575)(50552,50681)(50000,100000)	JASDQU010504872.1	75000	130	0.054071
(150,286)(70683,70862)(50000,100000)	JASDQU010504914.1	75000	138	0.045485
(968,1653)(50125,51936)(50000,100000)	JASDQU010505444.1	75000	687	0.343994
(3212,5849)(118074,120742)(100000,150000)	JASDQU010505476.1	125000	2639	0.498237
(3379,4998)(66562,68241)(50000,100000)	JASDQU010505586.1	75000	1621	0.692839
(30,775)(105007,105800)(100000,150000)	JASDQU010505638.1	125000	747	0.945349
(449,1108)(50323,51325)(50000,100000)	JASDQU010505968.1	75000	661	0.313519
(311,450)(54853,54999)(50000,100000)	JASDQU010506021.1	75000	141	0.260935
(83,4104)(51746,56152)(50000,100000)	JASDQU010506142.1	75000	4023	0.521079
(890,1878)(81877,96806)(50000,100000)	JASDQU010506372.1	75000	990	0.285523
(100,453)(53280,53661)(50000,100000)	JASDQU010506429.1	75000	355	0.033407
(112,783)(191001,191678)(150000,200000)	JASDQU010506521.1	175000	673	0.553651
(784,921)(201222,201705)(200000,250000)	JASDQU010506521.1	225000	139	0.037554
(740,2506)(62556,65676)(50000,100000)	JASDQU010506522.1	75000	1768	0.502359
(112,2870)(50000,88814)(50000,100000)	JASDQU010506594.1	75000	2760	0.496938
(205,380)(152155,152368)(150000,200000)	JASDQU010506663.1	175000	177	0.236458
(113,418)(58157,58468)(50000,100000)	JASDQU010506731.1	75000	307	0.038266
(497,1276)(86254,87041)(50000,100000)	JASDQU010506741.1	75000	781	0.607479
(364,372)(75227,75236)(50000,100000)	JASDQU010506871.1	75000	10	-0.011710
(607,838)(61734,61974)(50000,100000)	JASDQU010507047.1	75000	233	0.662618
(339,775)(104910,105377)(100000,150000)	JASDQU010507151.1	125000	438	0.324515
(178,1236)(70545,94960)(50000,100000)	JASDQU010507397.1	75000	1060	0.346110
(1422,1875)(50000,50453)(50000,100000)	JASDQU010507460.1	75000	455	0.018814
(679,1084)(72298,72704)(50000,100000)	JASDQU010507657.1	75000	407	0.015565
(433,1680)(147710,148973)(100000,150000)	JASDQU010507826.1	125000	1249	0.042616
(2580,3555)(89035,90023)(50000,100000)	JASDQU010507837.1	75000	977	0.279137
(1241,1344)(73125,73279)(50000,100000)	JASDQU010507919.1	75000	105	0.061952
(977,1909)(50053,50993)(50000,100000)	JASDQU010508046.1	75000	934	0.462812
(27,959)(50270,51347)(50000,100000)	JASDQU010508226.1	75000	934	0.320251
(3316,4364)(115065,116169)(100000,150000)	JASDQU010508234.1	125000	1050	0.366932
(1182,1403)(56954,57289)(50000,100000)	JASDQU010508320.1	75000	223	0.482933
(4218,5670)(58091,89710)(50000,100000)	JASDQU010508559.1	75000	1454	0.428508
(1171,1261)(54170,54261)(50000,100000)	JASDQU010508688.1	75000	92	0.096969
(42,44)(95107,95109)(50000,100000)	JASDQU010508754.1	75000	4	0.058741
(185,711)(74793,82548)(50000,100000)	JASDQU010508889.1	75000	528	0.620520
(294,2013)(89235,91451)(50000,100000)	JASDQU010509026.1	75000	1721	0.173223
(260,557)(55566,55893)(50000,100000)	JASDQU010509051.1	75000	299	0.083593
(898,985)(52494,52662)(50000,100000)	JASDQU010509079.1	75000	89	0.293365
(1,623)(63532,64773)(50000,100000)	JASDQU010509532.1	75000	624	0.664111
(583,1943)(71422,90347)(50000,100000)	JASDQU010509686.1	75000	1362	0.099671
(342,649)(62668,62983)(50000,100000)	JASDQU010509695.1	75000	309	0.087676
(345,493)(50000,55696)(50000,100000)	JASDQU010509709.1	75000	150	0.343010
(230,1175)(73646,74591)(50000,100000)	JASDQU010509712.1	75000	947	0.114461
(983,1323)(94269,94622)(50000,100000)	JASDQU010509730.1	75000	342	0.040207
(70,247)(117297,117484)(100000,150000)	JASDQU010509745.1	125000	179	0.044975
(587,604)(55785,55803)(50000,100000)	JASDQU010509892.1	75000	19	0.056160
(189,694)(122702,123260)(100000,150000)	JASDQU010509906.1	125000	507	0.258237
(2376,2629)(61455,61716)(50000,100000)	JASDQU010515047.1	75000	255	0.068428
(206,619)(50000,50442)(50000,100000)	JASDQU010515200.1	75000	415	0.119160
(669,1153)(79788,80368)(50000,100000)	JASDQU010515226.1	75000	486	0.620827
(71,203)(50217,50373)(50000,100000)	JASDQU010515235.1	75000	134	0.109295
(2155,2202)(115017,115109)(100000,150000)	JASDQU010532300.1	125000	49	-0.012604
(431,925)(50197,83682)(50000,100000)	JASDQU010537762.1	75000	496	0.035170
(990,1420)(52840,88997)(50000,100000)	JASDQU010560008.1	75000	432	0.127405
(498,803)(272017,272600)(250000,300000)	JASDQU010571456.1	275000	307	0.320855
(35,1563)(73478,75057)(50000,100000)	JASDQU010585296.1	75000	1530	0.202039
(206,2287)(61818,63955)(50000,100000)	JASDQU010585337.1	75000	2083	0.260466
(1242,1437)(58365,58594)(50000,100000)	JASDQU010585361.1	75000	197	0.332842
(602,753)(61409,61597)(50000,100000)	JASDQU010585370.1	75000	153	0.051179
(437,915)(71043,71559)(50000,100000)	JASDQU010585481.1	75000	480	0.103763
(2967,3812)(68770,79804)(50000,100000)	JASDQU010585565.1	75000	847	0.073166
(197,752)(69219,69776)(50000,100000)	JASDQU010585642.1	75000	557	0.193991
(30,3344)(59975,68108)(50000,100000)	JASDQU010585660.1	75000	3316	0.164094
(795,1508)(96235,97597)(50000,100000)	JASDQU010585676.1	75000	715	0.011976
(202,828)(54426,55056)(50000,100000)	JASDQU010585793.1	75000	628	0.031169
(1021,1657)(78336,90326)(50000,100000)	JASDQU010585885.1	75000	638	0.121813
(673,693)(68159,68184)(50000,100000)	JASDQU010585917.1	75000	22	0.055284
(652,4799)(143368,147618)(100000,150000)	JASDQU010585957.1	125000	4149	0.554617
(3521,4186)(203612,212547)(200000,250000)	JASDQU010585965.1	225000	667	0.658868
(3455,3917)(102632,103102)(100000,150000)	JASDQU010585996.1	125000	464	0.664152
(2286,4066)(55818,60435)(50000,100000)	JASDQU010586005.1	75000	1782	0.271261
(206,340)(61970,62107)(50000,100000)	JASDQU010586112.1	75000	136	-0.015466
(1233,1650)(52135,52657)(50000,100000)	JASDQU010586129.1	75000	419	0.607426
(614,1246)(86328,86961)(50000,100000)	JASDQU010586467.1	75000	634	0.920106
(770,872)(69587,69823)(50000,100000)	JASDQU010586487.1	75000	104	0.016096
(739,1207)(56448,56931)(50000,100000)	JASDQU010586610.1	75000	470	0.431161
(877,1802)(66511,89490)(50000,100000)	JASDQU010586706.1	75000	927	0.042034
(1005,4646)(72642,76785)(50000,100000)	JASDQU010586836.1	75000	3643	0.272566
(367,386)(50025,50054)(50000,100000)	JASDQU010586937.1	75000	21	0.462873
(1856,3783)(50191,52798)(50000,100000)	JASDQU010587147.1	75000	1929	0.283170
(135,2391)(80484,84212)(50000,100000)	JASDQU010587189.1	75000	2258	0.319437
(672,693)(50000,50021)(50000,100000)	JASDQU010587229.1	75000	23	0.033042
(2334,5597)(50000,62723)(50000,100000)	JASDQU010587381.1	75000	3265	0.542834
(370,1361)(62826,63834)(50000,100000)	JASDQU010587727.1	75000	993	0.741523
(1205,1345)(83538,83678)(50000,100000)	JASDQU010587734.1	75000	142	0.073805
(2884,3341)(191207,191887)(150000,200000)	JASDQU010587814.1	175000	459	0.119527
(718,1722)(50000,70441)(50000,100000)	JASDQU010587871.1	75000	1006	0.369209
(541,3597)(58122,83172)(50000,100000)	JASDQU010587886.1	75000	3058	0.472553
(124,2280)(90064,98991)(50000,100000)	JASDQU010587974.1	75000	2158	0.091500
(1583,1766)(51447,51663)(50000,100000)	JASDQU010588081.1	75000	185	0.005386
(71,846)(76490,88452)(50000,100000)	JASDQU010588196.1	75000	777	0.657412
(1003,1283)(53880,96057)(50000,100000)	JASDQU010588260.1	75000	282	0.159538
(588,1579)(59416,60422)(50000,100000)	JASDQU010588363.1	75000	993	0.555518
(1580,1639)(245824,245908)(200000,250000)	JASDQU010588363.1	225000	61	0.831528
(1427,1533)(100616,101278)(100000,150000)	JASDQU010588706.1	125000	108	0.048977
(169,1542)(54446,57630)(50000,100000)	JASDQU010588800.1	75000	1375	0.241763
(1704,4950)(50020,53476)(50000,100000)	JASDQU010588875.1	75000	3248	0.293848
(781,891)(53811,53940)(50000,100000)	JASDQU010588981.1	75000	112	0.137855
(3,211)(69396,69619)(50000,100000)	JASDQU010588991.1	75000	210	0.008160
(657,1267)(50722,51350)(50000,100000)	JASDQU010589047.1	75000	612	0.586457
(415,920)(101000,101541)(100000,150000)	JASDQU010589169.1	125000	507	0.304080
(1669,5613)(155583,159742)(150000,200000)	JASDQU010589222.1	175000	3946	0.080875
(623,1177)(58876,59472)(50000,100000)	JASDQU010589237.1	75000	556	0.529963
(190,2291)(50000,52737)(50000,100000)	JASDQU010589335.1	75000	2103	0.232254
(984,1606)(78999,79646)(50000,100000)	JASDQU010589457.1	75000	624	0.328399
(937,3285)(52568,56883)(50000,100000)	JASDQU010589472.1	75000	2350	0.625874
(1044,1596)(50844,51870)(50000,100000)	JASDQU010589488.1	75000	554	0.375628
(1176,1233)(150762,150826)(150000,200000)	JASDQU010589614.1	175000	59	0.045689
(265,425)(67451,67615)(50000,100000)	JASDQU010589642.1	75000	162	0.216853
(57,185)(52404,52550)(50000,100000)	JASDQU010589662.1	75000	130	0.237185
(22,519)(61879,62384)(50000,100000)	JASDQU010589665.1	75000	499	0.340644
(1119,2674)(138199,139764)(100000,150000)	JASDQU010589726.1	125000	1557	0.553811
(1825,2625)(50000,62181)(50000,100000)	JASDQU010589840.1	75000	802	0.163196
(1019,2147)(78583,79774)(50000,100000)	JASDQU010589906.1	75000	1130	0.372282
(962,1230)(170402,170842)(150000,200000)	JASDQU010589928.1	175000	270	0.068142
(699,1399)(50000,50890)(50000,100000)	JASDQU010589976.1	75000	702	0.568392
(402,753)(76748,80116)(50000,100000)	JASDQU010589982.1	75000	353	0.443684
(129,805)(67274,67970)(50000,100000)	JASDQU010590025.1	75000	678	0.829394
(127,554)(50053,51945)(50000,100000)	JASDQU010590035.1	75000	429	0.093088
(3588,5290)(81432,83586)(50000,100000)	JASDQU010590131.1	75000	1704	0.469728
(48,1004)(97644,99152)(50000,100000)	JASDQU010590190.1	75000	958	0.627834
(593,618)(51227,51364)(50000,100000)	JASDQU010590214.1	75000	27	0.043300
(2492,3050)(50000,50561)(50000,100000)	JASDQU010590245.1	75000	560	0.249509
(239,294)(65891,66108)(50000,100000)	JASDQU010680305.1	75000	57	-0.044968
(110,2054)(50595,52546)(50000,100000)	JASDQU010680339.1	75000	1946	0.063947
(1052,1104)(56553,56626)(50000,100000)	JASDQU010680387.1	75000	54	0.034000
(1003,4289)(100000,112686)(100000,150000)	JASDQU010680452.1	125000	3288	0.222654
(1560,3613)(65893,68580)(50000,100000)	JASDQU010680620.1	75000	2055	0.242022
(2639,4448)(52757,57177)(50000,100000)	JASDQU010680647.1	75000	1811	0.342844
(1807,2154)(51313,51677)(50000,100000)	JASDQU010680694.1	75000	349	0.391260
(69,288)(86803,87023)(50000,100000)	JASDQU010680727.1	75000	221	0.008295
(1872,2550)(111559,112354)(100000,150000)	JASDQU010680732.1	125000	680	0.448841
(1839,2538)(63494,64194)(50000,100000)	JASDQU010680913.1	75000	701	0.176252
(13,38)(92159,92203)(50000,100000)	JASDQU010681065.1	75000	27	0.058617
(5,47)(60618,60667)(50000,100000)	JASDQU010681149.1	75000	44	0.044029
(7049,7165)(72191,72462)(50000,100000)	JASDQU010681247.1	75000	118	0.029110
(320,670)(74106,74457)(50000,100000)	JASDQU010681275.1	75000	352	0.305896
(2358,3126)(50000,51364)(50000,100000)	JASDQU010681302.1	75000	770	0.102982
(217,224)(54844,54877)(50000,100000)	JASDQU010681317.1	75000	9	0.107850
(15,397)(100738,101554)(100000,150000)	JASDQU010681322.1	125000	384	0.059352
(471,1552)(54195,58022)(50000,100000)	JASDQU010681403.1	75000	1083	0.749656
(23,679)(101503,102240)(100000,150000)	JASDQU010681404.1	125000	658	0.253471
(433,448)(291611,291668)(250000,300000)	JASDQU010681466.1	275000	17	0.059822
(449,576)(342648,342784)(300000,350000)	JASDQU010681466.1	325000	129	0.089881
(3244,4024)(54564,60995)(50000,100000)	JASDQU010681504.1	75000	782	0.710813
(1210,1748)(57867,58624)(50000,100000)	JASDQU010681533.1	75000	540	0.177479
(545,989)(129449,129929)(100000,150000)	JASDQU010681572.1	125000	446	0.328388
(570,760)(97925,98158)(50000,100000)	JASDQU010681782.1	75000	192	0.300972
(282,1194)(51845,52774)(50000,100000)	JASDQU010681822.1	75000	914	0.061967
(421,574)(78353,78521)(50000,100000)	JASDQU010681829.1	75000	155	0.067713
(1605,1714)(56735,56845)(50000,100000)	JASDQU010681862.1	75000	111	0.047948
(2321,4915)(50000,99999)(50000,100000)	JASDQU010681907.1	75000	2596	0.070670
(463,1428)(144414,145870)(100000,150000)	JASDQU010682080.1	125000	967	0.457126
(478,533)(149944,149999)(100000,150000)	JASDQU010682097.1	125000	57	0.386746
(1679,1906)(100000,100228)(100000,150000)	JASDQU010682109.1	125000	229	0.073565
(668,1457)(302370,309301)(300000,350000)	JASDQU010682121.1	325000	791	0.303265
(235,804)(54768,55425)(50000,100000)	JASDQU010682230.1	75000	571	0.489461
(20,2435)(51714,57994)(50000,100000)	JASDQU010682271.1	75000	2417	0.295930
(2484,3389)(53322,54236)(50000,100000)	JASDQU010682298.1	75000	907	0.361267
(800,2110)(86138,99838)(50000,100000)	JASDQU010682362.1	75000	1312	0.341501
(43,728)(72402,73114)(50000,100000)	JASDQU010682381.1	75000	687	0.466349
(468,616)(50000,50163)(50000,100000)	JASDQU010682409.1	75000	150	0.069879
(393,1046)(50000,50677)(50000,100000)	JASDQU010682443.1	75000	655	0.645816
(156,986)(78166,79040)(50000,100000)	JASDQU010682569.1	75000	832	0.159082
(1061,2288)(50000,62608)(50000,100000)	JASDQU010682644.1	75000	1229	0.403708
(424,822)(127132,134410)(100000,150000)	JASDQU010682677.1	125000	400	0.052803
(1207,1531)(64679,74624)(50000,100000)	JASDQU010683026.1	75000	326	0.136395
(593,1415)(66517,67364)(50000,100000)	JASDQU010683059.1	75000	824	0.489480
(2119,2475)(81586,82027)(50000,100000)	JASDQU010683150.1	75000	358	0.340517
(1050,2667)(60849,62476)(50000,100000)	JASDQU010683314.1	75000	1619	0.382096
(419,735)(59380,59697)(50000,100000)	JASDQU010683353.1	75000	318	0.234391
(55,666)(101330,101961)(100000,150000)	JASDQU010683468.1	125000	613	0.164451
(159,165)(64130,64137)(50000,100000)	JASDQU010683478.1	75000	8	0.057961
(557,915)(73724,74110)(50000,100000)	JASDQU010683502.1	75000	360	0.037659
(1596,1787)(87701,87915)(50000,100000)	JASDQU010683658.1	75000	193	0.215070
(11,1259)(59295,97739)(50000,100000)	JASDQU010683680.1	75000	1250	0.245803
(1986,4455)(57070,59566)(50000,100000)	JASDQU010683894.1	75000	2471	0.169157
(3009,3894)(53646,54771)(50000,100000)	JASDQU010683995.1	75000	887	0.319360
(70,217)(90597,90747)(50000,100000)	JASDQU010684025.1	75000	149	0.097782
(392,476)(53930,54024)(50000,100000)	JASDQU010684264.1	75000	86	0.063187
(115,626)(67296,67816)(50000,100000)	JASDQU010684354.1	75000	513	0.169207
(4246,4657)(56381,56870)(50000,100000)	JASDQU010684406.1	75000	413	0.042610
(458,602)(50178,50570)(50000,100000)	JASDQU010684603.1	75000	146	0.051042
(1858,3532)(50000,51704)(50000,100000)	JASDQU010684749.1	75000	1676	0.537203
(762,1473)(120401,121231)(100000,150000)	JASDQU010684867.1	125000	713	0.924305
(282,939)(109938,124688)(100000,150000)	JASDQU010684878.1	125000	659	0.178281
(5042,5377)(50000,50344)(50000,100000)	JASDQU010685244.1	75000	337	0.177980
(1236,3469)(75661,91323)(50000,100000)	JASDQU010685252.1	75000	2235	0.134347
(755,1572)(74982,75823)(50000,100000)	JASDQU010685395.1	75000	819	0.446142
(347,1253)(50000,50931)(50000,100000)	JASDQU010685674.1	75000	908	0.058937
(402,1323)(69199,70140)(50000,100000)	JASDQU010685712.1	75000	923	0.255271
(1917,4547)(84289,94498)(50000,100000)	JASDQU010685757.1	75000	2632	0.606342
(273,451)(50163,50387)(50000,100000)	JASDQU010685762.1	75000	180	0.145291
(1989,2214)(68552,68808)(50000,100000)	JASDQU010685964.1	75000	227	0.041578
(118,290)(54052,54228)(50000,100000)	JASDQU010686082.1	75000	174	0.145869
(1212,2294)(59285,60721)(50000,100000)	JASDQU010686242.1	75000	1084	0.578560
(1180,1500)(157002,157355)(150000,200000)	JASDQU010686359.1	175000	322	0.087080
(872,5118)(50000,74009)(50000,100000)	JASDQU010686386.1	75000	4248	0.391638
(2081,2763)(50000,52249)(50000,100000)	JASDQU010686552.1	75000	684	0.167768
(131,856)(64680,65579)(50000,100000)	JASDQU010686597.1	75000	727	0.693303
(3177,6053)(50000,53070)(50000,100000)	JASDQU010686610.1	75000	2878	0.815470
(53,220)(62686,63038)(50000,100000)	JASDQU010686737.1	75000	169	0.033490
(138,688)(52204,69492)(50000,100000)	JASDQU010686746.1	75000	552	0.226607
(250,887)(90917,91655)(50000,100000)	JASDQU010686839.1	75000	639	0.261509
(8,997)(52143,60823)(50000,100000)	JASDQU010686901.1	75000	991	0.004779
(3229,5836)(50043,80107)(50000,100000)	JASDQU010687047.1	75000	2609	0.525356
(455,1150)(70137,70854)(50000,100000)	JASDQU010687073.1	75000	697	0.393725
(1159,2619)(50141,54417)(50000,100000)	JASDQU010687144.1	75000	1462	0.110887
(166,209)(54088,54131)(50000,100000)	JASDQU010687242.1	75000	45	0.045855
(4920,5237)(74004,74413)(50000,100000)	JASDQU010687285.1	75000	319	0.600937
(134,200)(61986,62352)(50000,100000)	JASDQU010687345.1	75000	68	0.044344
(578,2513)(51690,53664)(50000,100000)	JASDQU010687357.1	75000	1937	0.776907
(477,1218)(62474,75240)(50000,100000)	JASDQU010687372.1	75000	743	0.228887
(84,1066)(246339,247331)(200000,250000)	JASDQU010687470.1	225000	984	0.317276
(89,278)(69142,69421)(50000,100000)	JASDQU010687584.1	75000	191	0.892064
(793,826)(55703,55745)(50000,100000)	JASDQU010687644.1	75000	35	0.054358
(850,2349)(88315,91447)(50000,100000)	JASDQU010687709.1	75000	1501	0.414674
(1202,1223)(50003,50032)(50000,100000)	JASDQU010687851.1	75000	23	0.050328
(998,1153)(52924,53112)(50000,100000)	JASDQU010687941.1	75000	157	0.038121
(330,693)(89311,90995)(50000,100000)	JASDQU010688074.1	75000	365	0.624372
(3172,3789)(55847,56490)(50000,100000)	JASDQU010688112.1	75000	619	0.402883
(129,1724)(57960,59575)(50000,100000)	JASDQU010688350.1	75000	1597	0.833690
(146,335)(74471,74664)(50000,100000)	JASDQU010688427.1	75000	191	0.078681
(602,1515)(72173,73880)(50000,100000)	JASDQU010688625.1	75000	915	0.487431
(899,1006)(71673,71899)(50000,100000)	JASDQU010688664.1	75000	109	0.218637
(1328,1381)(60966,61063)(50000,100000)	JASDQU010688875.1	75000	55	0.013039
(2645,3068)(50000,50424)(50000,100000)	JASDQU010688988.1	75000	425	0.025111
(225,803)(56222,56812)(50000,100000)	JASDQU010688999.1	75000	580	0.220862
(195,1446)(56010,74244)(50000,100000)	JASDQU010689234.1	75000	1253	0.463231
(125,503)(69791,70209)(50000,100000)	JASDQU010689259.1	75000	380	0.404326
(92,943)(57508,58377)(50000,100000)	JASDQU010689431.1	75000	853	0.048595
(4972,5139)(78699,78874)(50000,100000)	JASDQU010689435.1	75000	169	0.131859
(575,1085)(61250,61967)(50000,100000)	JASDQU010689486.1	75000	512	0.185510
(382,3197)(55935,59998)(50000,100000)	JASDQU010689820.1	75000	2817	0.333921
(1791,7363)(50000,62515)(50000,100000)	JASDQU010689840.1	75000	5574	0.162567
(1068,1264)(52872,57751)(50000,100000)	JASDQU010689968.1	75000	198	0.053589
(1247,1660)(80363,80785)(50000,100000)	JASDQU010690031.1	75000	415	0.013772
(70,259)(82572,82777)(50000,100000)	JASDQU010690044.1	75000	191	0.276292
(297,672)(50018,50411)(50000,100000)	JASDQU010690100.1	75000	377	0.602140
(654,1092)(57972,58606)(50000,100000)	JASDQU010710077.1	75000	440	0.035035
(294,1117)(50000,50823)(50000,100000)	JASDQU010710482.1	75000	825	0.890041
(501,529)(52473,52503)(50000,100000)	JASDQU010711004.1	75000	30	0.328407
(1095,1688)(50195,50912)(50000,100000)	JASDQU010711556.1	75000	595	0.718003
(1429,1568)(64550,64690)(50000,100000)	JASDQU010735111.1	75000	141	0.051281
(264,292)(52884,52935)(50000,100000)	JASDQU010735174.1	75000	30	0.049479
(558,562)(86771,86777)(50000,100000)	JASDQU010735178.1	75000	6	0.056207
(387,504)(183177,183298)(150000,200000)	JASDQU010735266.1	175000	119	0.017155
(1474,3662)(201393,204037)(200000,250000)	JASDQU010735279.1	225000	2190	0.235590
(4741,4892)(215262,215419)(200000,250000)	JASDQU010735281.1	225000	153	0.045377
(579,1126)(156354,156905)(150000,200000)	JASDQU010735294.1	175000	549	0.295627
(317,377)(329546,329610)(300000,350000)	JASDQU010735303.1	325000	62	0.009859
(778,899)(290022,290152)(250000,300000)	JASDQU010735319.1	275000	123	0.045197
(959,987)(150262,150376)(150000,200000)	JASDQU010735334.1	175000	30	0.058341
(1178,1551)(275603,276113)(250000,300000)	JASDQU010735349.1	275000	375	0.396026
(692,1300)(127536,142305)(100000,150000)	JASDQU010735358.1	125000	610	0.210577
(2148,2265)(134970,135093)(100000,150000)	JASDQU010735359.1	125000	119	0.032327
(1200,3020)(556135,558015)(550000,600000)	JASDQU010735368.1	575000	1822	0.136358
(197,680)(252817,287852)(250000,300000)	JASDQU010735377.1	275000	485	0.088308
(597,994)(216818,217271)(200000,250000)	JASDQU010735382.1	225000	399	0.060879
(995,1024)(273773,273824)(250000,300000)	JASDQU010735382.1	275000	31	0.026072
(1025,4682)(421845,426425)(400000,450000)	JASDQU010735382.1	425000	3659	0.306803
(546,829)(82309,82718)(50000,100000)	JASDQU010735401.1	75000	285	0.120604
(830,5737)(325413,335215)(300000,350000)	JASDQU010735401.1	325000	4909	0.329328
(111,782)(356304,356979)(350000,400000)	JASDQU010735402.1	375000	673	0.385565
(783,800)(403443,403461)(400000,450000)	JASDQU010735402.1	425000	19	0.164615
(880,1164)(155412,155716)(150000,200000)	JASDQU010735416.1	175000	286	0.152365
(252,372)(299229,299355)(250000,300000)	JASDQU010735420.1	275000	122	-0.006813
(373,1080)(423928,424655)(400000,450000)	JASDQU010735420.1	425000	709	0.217300
(339,905)(52739,87979)(50000,100000)	JASDQU010735430.1	75000	568	0.124072
(878,1317)(266507,267760)(250000,300000)	JASDQU010735435.1	275000	441	0.029389
(1776,1842)(112520,112597)(100000,150000)	JASDQU010735449.1	125000	68	0.046267
(1843,2036)(321305,322086)(300000,350000)	JASDQU010735449.1	325000	195	0.053290
(436,618)(60190,60377)(50000,100000)	JASDQU010735469.1	75000	184	0.198283
(619,1132)(134074,134596)(100000,150000)	JASDQU010735469.1	125000	515	0.498816
(73,89)(51316,51363)(50000,100000)	JASDQU010735471.1	75000	18	0.075191
(168,516)(571326,571710)(550000,600000)	JASDQU010735476.1	575000	350	0.461647
(517,594)(897718,897854)(850000,900000)	JASDQU010735476.1	875000	79	0.366889
(1042,3085)(268104,270611)(250000,300000)	JASDQU010735504.1	275000	2045	0.540588
(533,680)(53898,54046)(50000,100000)	JASDQU010735506.1	75000	149	0.037245
(478,742)(434863,435166)(400000,450000)	JASDQU010735520.1	425000	266	0.073175
(976,2101)(314120,315443)(300000,350000)	JASDQU010735536.1	325000	1127	0.244035
(722,1833)(227478,229326)(200000,250000)	JASDQU010735542.1	225000	1113	0.355968
